Full Name,Date of Birth,Nationality,Gender,Marital Status,Occupation,Employer,Years with Employer,Residential Address,Phone Number,Email,Account Type,Account Number,Currency,Annual Salary (CHF),Monthly Rental Income (CHF),Total Assets (CHF),Total Deposits (CHF),Total Withdrawals (CHF),Active Loans,Banking Products Used,Source of Wealth,Investment Knowledge,Investment Objective,Risk Profile,Compliance Notes,PEP Status,Sanctions Check,AML Risk,Geographical Risk,bu_name,pc_segment,client portfolio,RM,Story of Wealth,Affluence
Emily Mendoza,1983-09-12,CH,Female,Married,Clinical molecular geneticist,Bailey-Anderson,17,"017 Antonio Mews Suite 386, Cervanteshaven, OR 73940",001-606-695-6147x68832,danielstephens@example.net,Savings and Investment,DVWU48877402303328,CHF,85152.32,1681.64,747338.36,87273.92,152486.6,0,"['Checking Account', 'Savings Account']","Business Income, Investments","Client has extensive experience investing in equities, bonds, ETFs, and mutual funds. Demonstrates strong understanding of portfolio diversification and risk management techniques. Has previously invested in alternative assets such as real estate funds and structured products.",Moderate Growth,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,Medium,Low,LU,Com. & Retail,"[{'Stock': 'ETH', 'Shares Owned': 145, 'Allocation (%)': 74.25}, {'Stock': 'VTI', 'Shares Owned': 158, 'Allocation (%)': 16.23}, {'Stock': 'AGG', 'Shares Owned': 301, 'Allocation (%)': 1.1}, {'Stock': 'ADA', 'Shares Owned': 204, 'Allocation (%)': 1.0}, {'Stock': 'Roche', 'Shares Owned': 313, 'Allocation (%)': 1.41}, {'Stock': 'QQQ', 'Shares Owned': 394, 'Allocation (%)': 1.84}, {'Stock': 'ARKF', 'Shares Owned': 45, 'Allocation (%)': 1.04}, {'Stock': 'ADBE', 'Shares Owned': 453, 'Allocation (%)': 1.03}, {'Stock': 'USO', 'Shares Owned': 308, 'Allocation (%)': 1.05}, {'Stock': 'Allianz', 'Shares Owned': 191, 'Allocation (%)': 1.0499999999999996}]",Mary Greene, invested early in tech stocks but lost it all in a crash.,UHNWI
Kevin Mccoy,1998-02-01,DE,Male,Widowed,Analytical chemist,Williams-James,26,"28054 Haas Common, Port Peterberg, FM 83734",(284)201-2076,twallace@example.org,Savings,SAJI42447434347592,CHF,133178.68,1748.96,176042.48,68529.72,256526.6,2,"['Checking Account', 'Savings Account', 'Investment Account']","Inheritance, Savings, Salary","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Aggressive Growth,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,High,Medium,LI,EAM,"[{'Stock': 'Roche', 'Shares Owned': 227, 'Allocation (%)': 16.64}, {'Stock': 'BND', 'Shares Owned': 77, 'Allocation (%)': 42.1}, {'Stock': 'ARKG', 'Shares Owned': 191, 'Allocation (%)': 26.2}, {'Stock': 'BASF', 'Shares Owned': 71, 'Allocation (%)': 1.93}, {'Stock': 'EEM', 'Shares Owned': 316, 'Allocation (%)': 5.9}, {'Stock': 'INTC', 'Shares Owned': 208, 'Allocation (%)': 1.9}, {'Stock': 'GOOGL', 'Shares Owned': 440, 'Allocation (%)': 1.07}, {'Stock': 'SPY', 'Shares Owned': 101, 'Allocation (%)': 1.59}, {'Stock': 'ARKQ', 'Shares Owned': 414, 'Allocation (%)': 1.17}, {'Stock': 'Novartis', 'Shares Owned': 372, 'Allocation (%)': 1.4999999999999982}]",Mary Greene, launched a coffee chain and keeps growing steadily.,Non-Affluent
Jennifer Johnston,1993-07-07,DE,Female,Single,"Surveyor, hydrographic",Little PLC,8,"Unit 0931 Box 9567, DPO AA 09148",(789)671-1003,jacksonnicole@example.net,Checking,DXXJ18038892762692,CHF,116050.16,871.76,1201614.4,201709.08,88342.88,0,"['Checking Account', 'Savings Account', 'Investment Account']","Salary, Real Estate, Capital Gains","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Aggressive Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,All identification documents verified. Employment and income confirmed via supporting documents. PEP check cleared. Sanctions screening completed. AML risk is low. No discrepancies found during due diligence.,No,Cleared,Low,High,BVI,EAM,"[{'Stock': 'SAP', 'Shares Owned': 377, 'Allocation (%)': 83.22}, {'Stock': 'NVDA', 'Shares Owned': 253, 'Allocation (%)': 3.16}, {'Stock': 'Allianz', 'Shares Owned': 178, 'Allocation (%)': 1.49}, {'Stock': 'ARKQ', 'Shares Owned': 430, 'Allocation (%)': 4.91}, {'Stock': 'Roche', 'Shares Owned': 57, 'Allocation (%)': 1.95}, {'Stock': 'BASF', 'Shares Owned': 416, 'Allocation (%)': 1.03}, {'Stock': 'TIP', 'Shares Owned': 438, 'Allocation (%)': 1.21}, {'Stock': 'EFA', 'Shares Owned': 414, 'Allocation (%)': 1.01}, {'Stock': 'ARKG', 'Shares Owned': 264, 'Allocation (%)': 1.0}, {'Stock': 'AAPL', 'Shares Owned': 310, 'Allocation (%)': 1.0200000000000005}]",Arthur Elliott, focused on real estate and became a mentor.,Non-Affluent
Sandra Dominguez,1978-12-18,DE,Male,Divorced,Occupational hygienist,Anderson and Sons,3,"PSC 6692, Box 4891, APO AA 17876",768.682.7270,ginamartin@example.org,Checking,OHGB38647200758140,CHF,99203.84,6404.24,441323.4,148639.16,23422.6,0,"['Checking Account', 'Savings Account']","Business Income, Investments","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Moderate Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,"Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",No,Cleared,Low,Low,LI,Com. & Retail,"[{'Stock': 'TSLA', 'Shares Owned': 309, 'Allocation (%)': 35.57}, {'Stock': 'META', 'Shares Owned': 210, 'Allocation (%)': 26.97}, {'Stock': 'USO', 'Shares Owned': 36, 'Allocation (%)': 10.97}, {'Stock': 'EEM', 'Shares Owned': 205, 'Allocation (%)': 7.51}, {'Stock': 'QQQ', 'Shares Owned': 489, 'Allocation (%)': 9.9}, {'Stock': 'INTC', 'Shares Owned': 230, 'Allocation (%)': 3.89}, {'Stock': 'ARKQ', 'Shares Owned': 182, 'Allocation (%)': 1.08}, {'Stock': 'Roche', 'Shares Owned': 361, 'Allocation (%)': 1.97}, {'Stock': 'ADA', 'Shares Owned': 343, 'Allocation (%)': 1.09}, {'Stock': 'MSFT', 'Shares Owned': 133, 'Allocation (%)': 1.0500000000000103}]",Mary Greene, ran a quant hedge fund but lost it all in a crash.,UHNWI
Brenda Nielsen,1975-08-02,LI,Female,Single,Emergency planning/management officer,Baker LLC,11,"Unit 9301 Box 6105, DPO AA 39181",809-794-7003x052,sarah81@example.net,Savings and Investment,TTIY02427555695262,CHF,65764.84,234.6,365963.08,237459.4,71989.56,0,"['Checking Account', 'Savings Account', 'Investment Account']","Inheritance, Savings, Salary","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Aggressive Growth,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,Yes,Cleared,High,High,BVI,RM serviced PB,"[{'Stock': 'AAPL', 'Shares Owned': 325, 'Allocation (%)': 33.46}, {'Stock': 'ETH', 'Shares Owned': 170, 'Allocation (%)': 37.67}, {'Stock': 'ADBE', 'Shares Owned': 450, 'Allocation (%)': 14.67}, {'Stock': 'Volkswagen', 'Shares Owned': 192, 'Allocation (%)': 3.8}, {'Stock': 'NEE', 'Shares Owned': 419, 'Allocation (%)': 2.6}, {'Stock': 'AMZN', 'Shares Owned': 331, 'Allocation (%)': 1.96}, {'Stock': 'ARKK', 'Shares Owned': 489, 'Allocation (%)': 2.62}, {'Stock': 'BTC', 'Shares Owned': 378, 'Allocation (%)': 1.12}, {'Stock': 'BA', 'Shares Owned': 157, 'Allocation (%)': 1.08}, {'Stock': 'SOL', 'Shares Owned': 192, 'Allocation (%)': 1.0199999999999916}]",Mary Greene, bet big on crypto and achieved financial independence.,Non-Affluent
Ebony Rodriguez,1999-10-31,DE,Male,Divorced,Maintenance engineer,"Sanchez, Kim and Hayden",18,"4920 Carl Stravenue, Tinachester, AZ 31725",5338929451,jamesbowers@example.org,Savings,ERZV12041898691452,CHF,82889.28,4489.36,522862.2,322388.0,267070.0,3,"['Checking Account', 'Savings Account']","Salary, Rental Income, Stock Investments","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Aggressive Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,Yes,Cleared,Medium,Low,LU,Com. & Retail,"[{'Stock': 'Novartis', 'Shares Owned': 245, 'Allocation (%)': 45.15}, {'Stock': 'NEE', 'Shares Owned': 76, 'Allocation (%)': 13.09}, {'Stock': 'AAPL', 'Shares Owned': 161, 'Allocation (%)': 19.85}, {'Stock': 'GOOGL', 'Shares Owned': 380, 'Allocation (%)': 11.67}, {'Stock': 'SOL', 'Shares Owned': 378, 'Allocation (%)': 2.97}, {'Stock': 'NFLX', 'Shares Owned': 10, 'Allocation (%)': 1.18}, {'Stock': 'CAT', 'Shares Owned': 37, 'Allocation (%)': 2.09}, {'Stock': 'BA', 'Shares Owned': 446, 'Allocation (%)': 1.25}, {'Stock': 'XOM', 'Shares Owned': 73, 'Allocation (%)': 1.56}, {'Stock': 'GLD', 'Shares Owned': 48, 'Allocation (%)': 1.1900000000000035}]",Cynthia Baker, bet big on crypto and lives quietly by the sea.,Affluent
Sarah Nolan,1996-01-26,CH,Female,Divorced,Surgeon,"Martinez, Reynolds and Ayala",26,"523 Alex Bridge Suite 728, Port Darin, NY 40384",001-950-398-9368x3692,curtisshannon@example.net,Checking,HSIV43145806147369,CHF,82745.8,2988.6,463107.88,256213.12,87352.8,0,"['Checking Account', 'Savings Account']","Salary, Real Estate, Capital Gains","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Capital Preservation,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,Verification of ID documents and employment completed. Tax residency confirmed. Client is not on any sanctions or PEP lists. AML monitoring recommended due to international investment exposure.,Yes,Cleared,High,Medium,BVI,EAM,"[{'Stock': 'AAPL', 'Shares Owned': 472, 'Allocation (%)': 57.42}, {'Stock': 'META', 'Shares Owned': 128, 'Allocation (%)': 6.77}, {'Stock': 'ADBE', 'Shares Owned': 127, 'Allocation (%)': 23.87}, {'Stock': 'SAP', 'Shares Owned': 289, 'Allocation (%)': 2.01}, {'Stock': 'NFLX', 'Shares Owned': 431, 'Allocation (%)': 4.88}, {'Stock': 'USO', 'Shares Owned': 116, 'Allocation (%)': 1.04}, {'Stock': 'ETH', 'Shares Owned': 142, 'Allocation (%)': 1.0}, {'Stock': 'BND', 'Shares Owned': 41, 'Allocation (%)': 1.0}, {'Stock': 'ARKF', 'Shares Owned': 196, 'Allocation (%)': 1.01}, {'Stock': 'ARKQ', 'Shares Owned': 270, 'Allocation (%)': 1.0000000000000016}]",Arthur Elliott, invested early in tech stocks and keeps growing steadily.,UHNWI
Rebecca Alexander,1965-02-22,LI,Female,Married,Clinical molecular geneticist,Little-Butler,7,"299 Flowers Lane Suite 011, Port Andrew, IN 01841",(201)395-7324,yanderson@example.org,Savings and Investment,NEVD30280023310040,CHF,83212.96,3330.64,337719.96,111851.16,111059.64,2,['Savings Account'],"Inheritance, Savings, Salary",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Income Generation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Verification of ID documents and employment completed. Tax residency confirmed. Client is not on any sanctions or PEP lists. AML monitoring recommended due to international investment exposure.,No,Cleared,High,High,LI,RM serviced PB,"[{'Stock': 'VTI', 'Shares Owned': 55, 'Allocation (%)': 18.05}, {'Stock': 'BASF', 'Shares Owned': 373, 'Allocation (%)': 9.45}, {'Stock': 'ARKK', 'Shares Owned': 152, 'Allocation (%)': 61.81}, {'Stock': 'SOL', 'Shares Owned': 343, 'Allocation (%)': 3.34}, {'Stock': 'SLV', 'Shares Owned': 152, 'Allocation (%)': 2.33}, {'Stock': 'EEM', 'Shares Owned': 430, 'Allocation (%)': 1.02}, {'Stock': 'Siemens', 'Shares Owned': 40, 'Allocation (%)': 1.0}, {'Stock': 'ADA', 'Shares Owned': 474, 'Allocation (%)': 1.0}, {'Stock': 'CAT', 'Shares Owned': 333, 'Allocation (%)': 1.0}, {'Stock': 'AAPL', 'Shares Owned': 318, 'Allocation (%)': 0.9999999999999978}]",Mary Greene, invested early in tech stocks and became a mentor.,UHNWI
Harold Charles,1988-07-04,LI,Female,Widowed,Estate manager/land agent,Klein PLC,3,"27414 Danielle Isle Suite 427, North Antoniobury, MD 71016",375.410.6119,christopher60@example.com,Savings,XEKU10925400408148,CHF,79328.12,4722.6,1120521.68,51664.36,115687.72,3,"['Savings Account', 'Investment Account']","Business Income, Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Capital Preservation,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,"Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",Yes,Cleared,Medium,High,LU,EAM,"[{'Stock': 'NEE', 'Shares Owned': 477, 'Allocation (%)': 27.09}, {'Stock': 'NVDA', 'Shares Owned': 186, 'Allocation (%)': 16.78}, {'Stock': 'Allianz', 'Shares Owned': 388, 'Allocation (%)': 5.53}, {'Stock': 'Roche', 'Shares Owned': 96, 'Allocation (%)': 29.34}, {'Stock': 'ETH', 'Shares Owned': 421, 'Allocation (%)': 5.69}, {'Stock': 'SPY', 'Shares Owned': 465, 'Allocation (%)': 2.97}, {'Stock': 'GOOGL', 'Shares Owned': 217, 'Allocation (%)': 4.59}, {'Stock': 'CVX', 'Shares Owned': 377, 'Allocation (%)': 2.26}, {'Stock': 'INTC', 'Shares Owned': 96, 'Allocation (%)': 1.91}, {'Stock': 'Novartis', 'Shares Owned': 136, 'Allocation (%)': 3.8399999999999928}]",Cynthia Baker, built a fintech startup and lives quietly by the sea.,Affluent
Scott Lee,1962-01-27,DE,Female,Divorced,"Engineer, mining","Pruitt, Rose and Fields",28,"1871 Charles Lock Apt. 073, North Jillland, MO 49635",997.300.5336x140,brownbrenda@example.net,Checking,CBPR59538604765351,CHF,108636.12,5206.76,1004764.6,295098.24,75381.4,3,['Savings Account'],"Salary, Rental Income, Stock Investments","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Aggressive Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,Verification of ID documents and employment completed. Tax residency confirmed. Client is not on any sanctions or PEP lists. AML monitoring recommended due to international investment exposure.,Yes,Cleared,High,Low,LU,EAM,"[{'Stock': 'NEE', 'Shares Owned': 322, 'Allocation (%)': 22.78}, {'Stock': 'NFLX', 'Shares Owned': 284, 'Allocation (%)': 24.29}, {'Stock': 'AAPL', 'Shares Owned': 361, 'Allocation (%)': 43.15}, {'Stock': 'GLD', 'Shares Owned': 421, 'Allocation (%)': 1.54}, {'Stock': 'NVDA', 'Shares Owned': 218, 'Allocation (%)': 1.08}, {'Stock': 'BA', 'Shares Owned': 141, 'Allocation (%)': 1.3}, {'Stock': 'TSLA', 'Shares Owned': 236, 'Allocation (%)': 2.71}, {'Stock': 'Siemens', 'Shares Owned': 319, 'Allocation (%)': 1.07}, {'Stock': 'ARKK', 'Shares Owned': 379, 'Allocation (%)': 1.02}, {'Stock': 'BTC', 'Shares Owned': 365, 'Allocation (%)': 1.0600000000000018}]",Cynthia Baker, focused on real estate and lives quietly by the sea.,Non-Affluent
Christopher Weber,1979-02-03,LI,Male,Widowed,Planning and development surveyor,Gordon LLC,29,"7591 Cordova Divide Suite 485, Kennedyview, NH 06029",+1-742-232-9644x486,ashleymyers@example.com,Savings and Investment,QXJX52212183401519,CHF,67927.24,4300.32,691194.84,166447.0,263532.64,0,"['Savings Account', 'Investment Account']","Salary, Real Estate, Capital Gains","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Aggressive Growth,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.",Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,Low,Medium,BVI,EAM,"[{'Stock': 'MSFT', 'Shares Owned': 48, 'Allocation (%)': 6.94}, {'Stock': 'USO', 'Shares Owned': 239, 'Allocation (%)': 62.89}, {'Stock': 'TSLA', 'Shares Owned': 235, 'Allocation (%)': 4.9}, {'Stock': 'AMZN', 'Shares Owned': 162, 'Allocation (%)': 6.23}, {'Stock': 'INTC', 'Shares Owned': 440, 'Allocation (%)': 12.7}, {'Stock': 'LVMH', 'Shares Owned': 353, 'Allocation (%)': 1.4}, {'Stock': 'ARKK', 'Shares Owned': 285, 'Allocation (%)': 1.89}, {'Stock': 'GOOGL', 'Shares Owned': 261, 'Allocation (%)': 1.03}, {'Stock': 'ARKQ', 'Shares Owned': 151, 'Allocation (%)': 1.02}, {'Stock': 'EEM', 'Shares Owned': 293, 'Allocation (%)': 1.000000000000003}]",Cynthia Baker, invested early in tech stocks but lost it all in a crash.,Non-Affluent
Melinda Owens,1994-07-19,DE,Female,Single,Clinical embryologist,Pena-Boone,14,"16988 Martinez Vista Suite 996, Carpenterview, NM 46452",(910)778-6828,shannonwilkins@example.net,Checking,ZKKJ98416413349403,CHF,92487.48,994.16,423992.24,50019.44,74568.12,3,"['Savings Account', 'Investment Account']","Business Income, Investments","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Aggressive Growth,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,Low,High,LU,Com. & Retail,"[{'Stock': 'USO', 'Shares Owned': 231, 'Allocation (%)': 52.68}, {'Stock': 'Roche', 'Shares Owned': 159, 'Allocation (%)': 9.15}, {'Stock': 'Siemens', 'Shares Owned': 464, 'Allocation (%)': 14.0}, {'Stock': 'ARKF', 'Shares Owned': 445, 'Allocation (%)': 4.68}, {'Stock': 'CAT', 'Shares Owned': 238, 'Allocation (%)': 12.31}, {'Stock': 'Allianz', 'Shares Owned': 276, 'Allocation (%)': 2.04}, {'Stock': 'Novartis', 'Shares Owned': 375, 'Allocation (%)': 1.25}, {'Stock': 'ARKQ', 'Shares Owned': 153, 'Allocation (%)': 1.44}, {'Stock': 'AAPL', 'Shares Owned': 341, 'Allocation (%)': 1.24}, {'Stock': 'BASF', 'Shares Owned': 234, 'Allocation (%)': 1.2100000000000015}]",Mary Greene, invested early in tech stocks and achieved financial independence.,Non-Affluent
Christina Lee,1980-01-08,DE,Female,Married,"Scientist, research (life sciences)","Sutton, Owens and Gomez",19,"2953 Connie Knoll Apt. 316, Boydberg, NJ 42502",362-600-4513x237,samanthamendoza@example.com,Checking,PRTH32146015580481,CHF,75647.96,694.28,953174.36,128700.88,22857.52,2,['Savings Account'],"Business Income, Investments","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Income Generation,"Client assessed as low-to-medium risk. Domestic income and salary align with monthly transactions, but moderate exposure to alternative investments noted.","Documents partially verified. Further verification of employment and income recommended. PEP check cleared, but client flagged for high-value international transactions. Periodic compliance review required.",No,Cleared,High,Medium,LU,EAM,"[{'Stock': 'MSFT', 'Shares Owned': 11, 'Allocation (%)': 51.06}, {'Stock': 'GOOGL', 'Shares Owned': 316, 'Allocation (%)': 7.95}, {'Stock': 'SAP', 'Shares Owned': 389, 'Allocation (%)': 31.13}, {'Stock': 'SOL', 'Shares Owned': 108, 'Allocation (%)': 2.49}, {'Stock': 'BTC', 'Shares Owned': 170, 'Allocation (%)': 1.49}, {'Stock': 'BA', 'Shares Owned': 436, 'Allocation (%)': 1.3}, {'Stock': 'AAPL', 'Shares Owned': 427, 'Allocation (%)': 1.39}, {'Stock': 'ADA', 'Shares Owned': 153, 'Allocation (%)': 1.16}, {'Stock': 'GLD', 'Shares Owned': 472, 'Allocation (%)': 1.0}, {'Stock': 'ARKG', 'Shares Owned': 62, 'Allocation (%)': 1.0299999999999958}]",Mary Greene, invested early in tech stocks and achieved financial independence.,UHNWI
Sarah Porter,1979-04-16,DE,Male,Divorced,"Clinical scientist, histocompatibility and immunogenetics","Brown, Esparza and Wiley",19,"9129 Williams Village, Payneborough, WV 06405",874.236.4816,angela74@example.net,Savings and Investment,RKFC98634055729157,CHF,60724.68,2714.56,1139498.44,168017.12,220067.04,1,"['Checking Account', 'Savings Account', 'Investment Account']","Salary, Real Estate, Capital Gains","Client has moderate knowledge of financial markets, primarily investing in mutual funds and fixed income securities. Familiar with basic risk-return tradeoffs and market volatility, but prefers conservative investment strategies.",Capital Preservation,Client assessed as high-risk due to high-value international transactions and exposure to high-volatility assets. Requires enhanced monitoring and periodic review.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,Yes,Cleared,Medium,High,LI,EAM,"[{'Stock': 'VTI', 'Shares Owned': 367, 'Allocation (%)': 24.55}, {'Stock': 'SLV', 'Shares Owned': 379, 'Allocation (%)': 11.01}, {'Stock': 'EEM', 'Shares Owned': 88, 'Allocation (%)': 3.25}, {'Stock': 'LVMH', 'Shares Owned': 458, 'Allocation (%)': 29.3}, {'Stock': 'TIP', 'Shares Owned': 47, 'Allocation (%)': 10.53}, {'Stock': 'ETH', 'Shares Owned': 477, 'Allocation (%)': 8.61}, {'Stock': 'BND', 'Shares Owned': 269, 'Allocation (%)': 9.42}, {'Stock': 'ADA', 'Shares Owned': 467, 'Allocation (%)': 1.29}, {'Stock': 'Siemens', 'Shares Owned': 470, 'Allocation (%)': 1.04}, {'Stock': 'GOOGL', 'Shares Owned': 109, 'Allocation (%)': 1.0}]",Mary Greene, built a fintech startup and retired early.,Affluent
Darlene Brown,1996-06-02,CH,Female,Married,"Accountant, chartered certified",Dickerson PLC,29,"402 Beth Lake Apt. 615, Codyville, WY 21969",+1-214-687-7886,jessica14@example.com,Savings,CTZZ34588782169343,CHF,100363.92,6126.12,1072502.8,157326.16,201941.64,0,"['Checking Account', 'Savings Account', 'Investment Account']","Salary, Rental Income, Stock Investments","Client is highly knowledgeable about derivatives, structured products, and alternative investment vehicles. Experience includes cryptocurrency investments and international equities. Understands hedging and leverage strategies.",Capital Preservation,Client assessed as medium-risk. Some international investments noted. Transactions slightly higher than expected for profile but consistent with disclosed sources of wealth.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,Yes,Cleared,Medium,Medium,LI,RM serviced PB,"[{'Stock': 'INTC', 'Shares Owned': 299, 'Allocation (%)': 35.07}, {'Stock': 'EFA', 'Shares Owned': 429, 'Allocation (%)': 29.6}, {'Stock': 'CVX', 'Shares Owned': 472, 'Allocation (%)': 2.59}, {'Stock': 'ARKQ', 'Shares Owned': 487, 'Allocation (%)': 8.42}, {'Stock': 'QQQ', 'Shares Owned': 343, 'Allocation (%)': 18.73}, {'Stock': 'GE', 'Shares Owned': 264, 'Allocation (%)': 1.05}, {'Stock': 'GLD', 'Shares Owned': 395, 'Allocation (%)': 1.12}, {'Stock': 'AGG', 'Shares Owned': 24, 'Allocation (%)': 1.4}, {'Stock': 'SAP', 'Shares Owned': 458, 'Allocation (%)': 1.01}, {'Stock': 'AMZN', 'Shares Owned': 324, 'Allocation (%)': 1.0100000000000071}]",Mary Greene, bet big on crypto and lives quietly by the sea.,UHNWI
Sarah Thomas,1994-01-11,DE,Male,Widowed,"Sales professional, IT","Cook, Gibbs and Stout",15,"8776 Debra Heights Suite 603, East James, VT 09137",001-492-948-6996x917,burgessmatthew@example.org,Checking,HFPI94925760003092,CHF,95186.4,5362.48,945210.88,103035.64,156952.84,3,"['Savings Account', 'Investment Account']","Business Income, Investments",Client possesses practical experience in stock markets and ETFs. Has some knowledge of portfolio rebalancing and tax-efficient investment strategies.,Aggressive Growth,Client assessed as low-risk. Transaction behavior is consistent with reported income. No history of suspicious activity. Domestic and regulated international income sources only.,Full KYC verification completed. Risk assessment and AML checks cleared. Client demonstrates transparency in source of funds and investment objectives.,No,Cleared,High,High,CH,Com. & Retail,"[{'Stock': 'NEE', 'Shares Owned': 212, 'Allocation (%)': 48.91}, {'Stock': 'SPY', 'Shares Owned': 215, 'Allocation (%)': 28.02}, {'Stock': 'AAPL', 'Shares Owned': 281, 'Allocation (%)': 2.14}, {'Stock': 'GLD', 'Shares Owned': 165, 'Allocation (%)': 10.67}, {'Stock': 'Roche', 'Shares Owned': 382, 'Allocation (%)': 3.4}, {'Stock': 'Allianz', 'Shares Owned': 393, 'Allocation (%)': 1.39}, {'Stock': 'GOOGL', 'Shares Owned': 109, 'Allocation (%)': 1.57}, {'Stock': 'BASF', 'Shares Owned': 216, 'Allocation (%)': 1.2}, {'Stock': 'SOL', 'Shares Owned': 419, 'Allocation (%)': 1.42}, {'Stock': 'CVX', 'Shares Owned': 358, 'Allocation (%)': 1.280000000000003}]",Arthur Elliott, focused on real estate and became a mentor.,UHNWI
